Velocidad Bala,Desplazamiento Bala,Estatus Salto
-20,900,0
-8,892,0
-8,884,0
-8,876,0
-8,868,0
-8,860,0
-8,852,0
-8,844,0
-8,836,0
-8,828,0
-8,820,0
-8,812,0
-8,804,0
-8,796,0
-8,788,0
-8,780,0
-8,772,0
-8,764,0
-8,756,0
-8,748,0
-8,740,0
-8,732,0
-8,724,0
-8,716,0
-8,708,0
-8,700,0
-8,692,0
-8,684,0
-8,676,0
-8,668,0
-8,660,0
-8,652,0
-8,644,0
-8,636,0
-8,628,0
-8,620,0
-8,612,0
-8,604,0
-8,596,0
-8,588,0
-8,580,0
-8,572,0
-8,564,0
-8,556,0
-8,548,0
-8,540,0
-8,532,0
-8,524,0
-8,516,0
-8,508,0
-8,500,0
-8,492,0
-8,484,0
-8,476,0
-8,468,0
-8,460,0
-8,452,0
-8,444,0
-8,436,0
-8,428,0
-8,420,0
-8,412,0
-8,404,0
-8,396,0
-8,388,0
-8,380,0
-8,372,0
-8,364,0
-8,356,0
-8,348,0
-8,340,0
-8,332,0
-8,324,0
-8,316,0
-8,308,0
-8,300,0
-8,292,0
-8,284,0
-8,276,0
-8,268,0
-8,260,0
-8,252,0
-8,244,0
-8,236,0
-8,228,0
-8,220,0
-8,212,0
-8,204,0
-8,196,0
-8,188,0
-8,180,0
-8,172,0
-8,164,0
-8,156,0
-8,148,0
-8,140,0
-8,132,0
-8,124,0
-8,116,0
-8,108,0
-8,100,0
-8,92,0
-8,84,0
-8,76,0
-8,68,0
-8,60,0
-8,52,0
-8,44,0
-8,36,0
-8,28,0
-8,20,0
-8,12,0
-8,4,0
-8,4,0
-8,12,0
-8,20,0
-8,28,0
-8,36,0
-8,44,0
-8,900,0
-9,891,0
-9,882,0
-9,873,0
-9,864,0
-9,855,0
-9,846,0
-9,837,0
-9,828,0
-9,819,0
-9,810,0
-9,801,0
-9,792,0
-9,783,0
-9,774,0
-9,765,0
-9,756,0
-9,747,0
-9,738,0
-9,729,0
-9,720,0
-9,711,0
-9,702,0
-9,693,0
-9,684,0
-9,675,0
-9,666,0
-9,657,0
-9,648,0
-9,639,0
-9,630,0
-9,611,0
-9,592,0
-9,574,0
-9,556,0
-9,539,0
-9,522,0
-9,506,0
-9,490,0
-9,475,0
-9,460,0
-9,446,0
-9,432,0
-9,419,0
-9,406,0
-9,394,0
-9,382,0
-9,371,0
-9,360,0
-9,350,0
-9,340,0
-9,331,0
-9,322,0
-9,314,0
-9,306,0
-9,299,0
-9,292,0
-9,286,0
-9,280,0
-9,275,0
-9,270,0
-9,266,0
-9,262,0
-9,259,0
-9,256,0
-9,254,0
-9,252,0
-9,251,0
-9,250,0
-9,250,0
-9,250,0
-9,251,0
-9,252,0
-9,254,0
-9,256,0
-9,259,0
-9,262,0
-9,207,0
-9,198,0
-9,189,0
-9,180,0
-9,171,0
-9,162,0
-9,153,0
-9,144,0
-9,135,0
-9,126,0
-9,117,0
-9,108,0
-9,99,0
-9,90,0
-9,81,0
-9,72,0
-9,63,0
-9,54,0
-9,45,0
-9,36,0
-9,27,0
-9,18,0
-9,9,0
-9,0,0
-9,9,0
-9,18,0
-9,27,0
-9,36,0
-9,45,0
-9,900,0
-7,893,0
-7,886,0
-7,879,0
-7,872,0
-7,865,0
-7,858,0
-7,851,0
-7,844,0
-7,837,0
-7,830,0
-7,823,0
-7,816,0
-7,809,0
-7,802,0
-7,795,0
-7,788,0
-7,781,0
-7,774,0
-7,767,0
-7,760,0
-7,753,0
-7,746,0
-7,739,0
-7,732,0
-7,725,0
-7,718,0
-7,711,0
-7,704,0
-7,697,0
-7,690,0
-7,683,0
-7,676,0
-7,669,0
-7,662,0
-7,655,0
-7,648,0
-7,641,0
-7,634,0
-7,627,0
-7,620,0
-7,613,0
-7,606,0
-7,599,0
-7,592,0
-7,585,0
-7,578,0
-7,571,0
-7,564,0
-7,557,0
-7,550,0
-7,543,0
-7,536,0
-7,529,0
-7,522,0
-7,515,0
-7,508,0
-7,501,0
-7,494,0
-7,487,0
-7,480,0
-7,473,0
-7,466,0
-7,459,0
-7,452,0
-7,445,0
-7,438,0
-7,431,0
-7,424,0
-7,417,0
-7,410,0
-7,403,0
-7,396,0
-7,389,0
-7,382,0
-7,375,0
-7,368,0
-7,361,0
-7,354,0
-7,347,0
-7,340,0
-7,333,0
